descriptor,mean,std
MaxEStateIndex,11.757876634688678,2.516468283339003
MinEStateIndex,-1.0882420870403298,1.579724651088519
MaxAbsEStateIndex,11.757876634688678,2.516468283339003
MinAbsEStateIndex,0.16455809015449166,0.18592289221451222
qed,0.5887637977488095,0.1889526493905691
MolWt,387.70384361941046,92.9520445214072
HeavyAtomMolWt,365.4751374380403,88.32292876266523
ExactMolWt,387.2632998324875,92.82887295290816
NumValenceElectrons,143.03638400220203,34.830609535789414
NumRadicalElectrons,0.0001359873995932393,0.011800245246466057
MaxPartialCharge,0.2717038932739987,0.08398088556066878
MinPartialCharge,-0.42263511312046054,0.07320721219691713
MaxAbsPartialCharge,0.42686135260037206,0.0714689799871696
MinAbsPartialCharge,0.2674818221004431,0.07739879975759226
FpDensityMorgan1,1.1142676060218886,0.18503353402936784
FpDensityMorgan2,1.841313074202009,0.2409088200165603
FpDensityMorgan3,2.5185740421134946,0.29229935912220123
BCUT2D_MWHI,27.06362950640183,15.320342950103614
BCUT2D_MWLOW,10.023117006912916,0.2284018169088508
BCUT2D_CHGHI,2.270908569903605,0.14582892436638903
BCUT2D_CHGLO,-2.227662668465513,0.1376358712154033
BCUT2D_LOGPHI,2.3109234696103895,0.11548253618217962
BCUT2D_LOGPLOW,-2.3186909890541068,0.17458200557668133
BCUT2D_MRHI,6.662519156820602,1.1151755160650167
BCUT2D_MRLOW,0.03389066563536082,0.28145942644410565
BalabanJ,1.7714270246627704,0.39376258706397754
BertzCT,943.3954387711781,327.31466716926866
Chi0,19.440618097205263,4.67122503457481
Chi0n,15.432499979700077,3.8447753961816344
Chi0v,15.995615756636038,3.855404543368619
Chi1,13.158712304086757,3.1932928204249986
Chi1n,9.015942581997239,2.380033532376943
Chi1v,9.568575955171879,2.4532188458456248
Chi2n,6.839402179898282,2.065115755548227
Chi2v,7.475957556889567,2.1998451534984333
Chi3n,4.828821865402848,1.6759363689938012
Chi3v,5.365507516526876,1.797198269999827
Chi4n,3.3879595704703083,1.375297565005399
Chi4v,3.8221001079012624,1.4752295349404965
HallKierAlpha,-2.6820753151740093,0.9388576662624227
Ipc,80046401722.77925,42765760538543.875
Kappa1,18.812680990123432,4.811572084937507
Kappa2,7.949468380149388,2.308481118660745
Kappa3,4.177950109740563,7.230646116692463
LabuteASA,161.83136311553312,38.27334636128311
PEOE_VSA1,13.025752401100918,7.261493645063624
PEOE_VSA10,8.926138213282139,7.91916921235045
PEOE_VSA11,4.262679227779316,5.911619841338072
